"reference","lng","lat""orders"
pup4384,30.7907411,-27.7665132,14
pup3068,27.8677499,-26.4676221,1546
pup3913,28.3086233,-26.1495052,29
pup3116,29.4268242,-30.5545277,1541
pup315,18.306261,-32.093882,212
pup3095,28.2389807,-26.1816181,945
pup2565,30.0419685,-25.6945027,120
pup786,29.183489,-26.510065,8561
pup1504,27.9042576,-26.1282303,2034
pup1823,25.7807283,-30.033052,17
pup3194,18.6953076,-33.8526638,1123
pup4018,28.375188,-26.191825,14
pup440,28.019119,-26.559484,682
pup2231,26.5251942,-33.310799,2754
pup1560,28.3141413,-26.184459,1010
pup2571,26.7067884,-29.2314684,403
pup4451,29.012052,-24.192108,31
pup859,28.169677,-26.161128,640
pup941,28.052799,-26.285937,2114
pup4872,30.993023,-29.7597184,
pup3845,18.8199879,-34.0884808,51
pup1289,27.996497,-26.1260811,1297
pup3274,18.4677766,-34.0029319,338
pup4254,28.2442524,-25.8611922,595
pup4616,30.216894,-22.9122872,22
pup2563,28.0666,-25.7625,1272
pup3117,28.7846561,-31.5915214,4450
pup1976,28.050728,-26.093788,615
pup2223,28.1424229,-32.3339726,2357
pup1022,25.470524,-33.800069,3425
pup481,18.422789,-33.915961,312
pup785,27.867469,-32.994234,3013
pup4133,28.04491,-26.198705,7
pup2577,29.3509994,-28.7304712,124
pup2776,28.2394538,-26.182089,307
pup4735,29.2366585,-25.8749518,29
pup1901,25.808988,-26.5314909,165
pup2259,28.806847,-30.34025,719
pup2895,30.7558545,-29.7668321,202
pup93,30.884712,-29.913974,618
pup2088,27.8231006,-26.7096808,987
pup1077,28.166489,-26.213929,3725
pup4848,27.433372,-32.854202,7
pup2068,24.7645148,-28.7401534,425
pup1584,31.0850595,-24.802963,1045
pup967,22.584315,-32.358393,2032
pup1484,28.1168175,-26.1807468,1361
pup3751,18.5664477,-33.9860668,585
pup1085,26.253246,-29.141431,5130
pup2764,24.765065,-28.7655987,264
pup4109,29.446071,-23.901102,310
pup2486,29.46062,-25.76726,43
pup539,18.522893,-34.000819,2338
pup3651,18.4828187,-33.9894449,241
pup2332,28.0072849,-26.0189065,2181
pup3266,24.7621957,-28.7656769,1204
pup2586,28.3591248,-26.5019016,75
pup4379,27.8439616,-26.4967297,3
pup528,18.859938,-33.937449,7155
pup2021,18.4778825,-33.7863935,1035
pup433,18.693986,-33.854464,7507
pup340,19.444386,-30.952569,315
pup614,30.451919,-30.739199,5420
pup1445,31.0226613,-29.8589349,3988
pup1008,29.883854,-27.368241,2232
pup2475,21.27017,-33.49392,353
pup2358,28.0475808,-26.2680402,850
pup4596,30.93967,-29.989023,43
pup3084,28.1624901,-26.213551,1242
pup3592,28.237956,-26.1812581,3
pup2742,26.7010613,-26.8502401,559
pup869,29.452432,-25.788719,3850
pup1614,27.8379999,-26.6982588,2927
pup1880,25.6173697,-32.1684948,844
pup2656,28.5311441,-25.6715975,180
pup2847,27.90832,-26.12696,550
pup199,27.692243,-26.16035,743
pup379,22.834393,-27.119978,519
pup1558,30.3770669,-29.6040705,2019
pup3132,29.6994053,-23.8895167,3487
pup143,28.352778,-31.070058,3531
pup718,28.160796,-25.841528,2921
pup608,29.782544,-28.558772,7868
pup1450,29.50973,-23.8737766,357
pup2356,28.19143,-25.7463929,580
pup229,28.516337,-25.670422,310
pup4438,25.585822,-33.915187,94
pup2476,29.78209,-28.55848,40
pup141,28.018738,-26.111468,1525
pup4308,28.3693613,-26.3539555,72
pup3888,28.2725078,-25.7830262,89
pup116,31.428319,-28.281115,541
pup4578,29.7477672,-25.1496827,2
pup1856,19.7759991,-31.4748845,559
pup4854,29.5698826,-31.3638907,2
pup3851,23.893408,-33.8403389,59
pup2262,27.741816,-32.9354333,1978
pup2943,15.752853,-17.783421,
pup2013,25.4590006,-33.9512187,1122
pup2987,28.0826715,-25.5076411,447
pup4094,27.901765,-32.984466,7
pup1611,18.5309367,-33.9750802,2889
pup4251,23.0321802,-27.7000785,246
pup559,18.381968,-33.921529,2213
pup1447,27.9827085,-26.2662587,1295
pup2532,18.4635975,-33.9803276,1387
pup195,26.003143,-26.811646,354
pup647,28.194349,-25.747632,885
pup2872,28.1845805,-25.8574076,379
pup2304,18.4771625,-33.7858563,594
pup3511,28.1555331,-25.6683465,160
pup3127,30.8798174,-29.9135295,4853
pup2805,28.1047933,-26.0150575,196
pup4449,31.065748,-29.719064,26
pup1821,24.9533815,-31.1807902,50
pup915,27.397448,-26.358483,2613
pup1806,28.2307718,-26.1077539,21
pup535,18.463396,-33.980504,5512
pup2338,29.8729531,-29.0062569,625
pup1136,18.696467,-33.948912,5365
pup3142,30.7035532,-23.3067323,2322
pup3150,29.2633237,-25.8869987,1607
pup4247,24.7629236,-28.7662157,1102
pup1810,27.6503162,-26.3189525,450
pup1839,27.3439555,-31.4809304,37
pup3100,27.7807287,-26.0885134,3425
pup2757,29.2601813,-25.8851082,604
pup2721,27.8966276,-32.9704194,670
pup4437,18.6145297,-34.0399139,100
pup178,26.7319478,-27.9872417,96
pup3254,28.0100025,-26.0205104,1111
pup3087,28.2678383,-25.4056661,1
pup922,27.386133,-32.874365,6482
pup1487,28.0527308,-26.1090275,997
pup1394,28.114845,-25.7555794,1377
pup1942,18.6963895,-33.8530335,1464
pup4436,27.7755,-26.280942,92
pup2569,29.4565456,-25.7653311,199
pup2570,29.4616429,-26.4564874,103
pup2418,29.45176,-23.90772,115
pup2510,29.2097724,-25.8730409,139
pup4153,27.8950618,-32.9704206,235
pup3616,30.3099744,-24.6605297,477
pup241,24.836086,-27.920126,217
pup4662,29.4222137,-30.558974,4
pup4204,28.793884,-31.586918,1383
pup3800,28.4208447,-25.703404,170
pup545,18.44555,-34.02054,3798
pup4499,27.8807944,-33.007406,46
pup400,28.170667,-26.184955,177
pup536,18.485471,-33.988967,6649
pup699,25.643367,-25.859828,2232
pup2098,27.9008965,-26.2582713,878
pup2032,18.8606137,-33.9369047,1415
pup3988,30.449757,-25.096099,44
pup4622,30.0759903,-24.3914455,35
pup4824,29.5022039,-31.0776164,6
pup3251,25.6188283,-33.9578367,23551
pup92,28.246312,-25.742255,1243
pup3148,31.0678955,-24.8335543,786
pup4507,29.3972091,-24.9739395,5
pup4542,30.9898,-29.8366,245
pup680,26.527878,-33.309939,5174
pup2361,27.8231362,-26.7095415,296
pup2756,27.2498275,-25.7075059,1105
pup2254,28.3241902,-25.7663612,789
pup1988,28.01088,-26.01934,493
pup4464,22.044826,-33.235009,61
pup3002,28.0864,-26.1066,1936
pup1831,27.4288837,-32.5689505,1239
pup2595,29.4693921,-25.7325241,26
pup3072,28.0686176,-26.3100582,1272
pup1006,30.962797,-29.801399,2634
pup975,28.457718,-26.422576,2148
pup689,28.179645,-26.135112,4648
pup2784,25.5571073,-33.9801161,1897
pup2574,30.8029607,-27.0050566,4
pup4532,28.1055,-25.5812,311
pup4360,28.7861349,-31.5897328,193
pup4393,28.9214744,-24.1842169,2
pup2113,28.30455,-25.8247556,896
pup4143,28.338841,-25.828925,2
pup477,30.103316,-25.420405,354
pup2830,25.4697682,-33.9643815,575
pup3689,18.4183449,-33.9037199,60
pup86,25.55411,-33.973458,1226
pup2287,28.0434692,-26.2029155,1
pup1933,30.67,-28.2128,2157
pup4294,23.0432413,-34.0352178,104
pup684,25.631664,-33.971062,2388
pup3309,30.471735,-22.950636,884
pup4242,30.8964137,-30.0343582,304
pup1852,28.0029572,-31.6765357,140
pup4181,30.8968339,-30.0338444,138
pup1145,30.1184103,-23.8018051,1040
pup2761,18.95723,-33.77773,672
pup2834,18.6344083,-33.8736204,466
pup4787,27.886983,-25.730715,30
pup2483,27.42723,-28.6647,100
pup4007,18.423863,-33.922957,745
pup959,27.957891,-26.060306,2755
pup3607,30.9330581,-29.8495026,376
pup3448,28.7762699,-31.5994659,671
pup4494,18.778584,-34.050215,142
pup1157,30.8173028,-27.4272728,1012
pup2775,30.1568257,-23.8224462,969
pup587,17.0926,-22.6209,
pup2112,28.321502,-25.766079,862
pup632,27.237499,-25.667193,10124
pup4731,25.5957208,-33.9411663,18
pup1972,28.0530673,-26.1653359,486
pup3299,23.7629356,-31.9639412,
pup3882,18.5089895,-33.8932861,138
pup177,29.500871,-23.883322,500
pup1827,29.0115756,-24.1834567,178
pup547,18.48178,-34.088843,3399
pup3807,18.741024,-33.8538843,46
pup1649,31.2053222,-29.5075351,262
pup3050,27.8981182,-32.9705758,1355
pup3281,30.9686604,-29.7035915,1800
pup1982,27.973765,-26.128509,925
pup729,28.060543,-26.02983,4253
pup4669,24.7468145,-27.5614396,1
pup1639,30.7627186,-29.78124,3450
pup4042,30.793776,-27.767773,424
pup4582,29.0225836,-25.4855601,5
pup3664,25.5761006,-33.9491332,4
pup3910,28.0815555,-25.5842393,25
pup2138,27.2386441,-25.6770101,1715
pup3692,27.8582395,-26.1369665,535
pup3687,18.8206596,-34.0827243,22
pup3752,30.7633083,-29.7812438,
pup3956,30.8960366,-30.0343625,68
pup3700,18.615583,-33.9267193,120
pup4263,28.1844153,-25.8604714,516
pup3835,28.0461601,-26.2057355,294
pup4256,30.9657829,-25.4377071,101
pup4218,30.3194313,-22.440955,6
pup4679,18.555306,-33.897123,24
pup4808,30.997199,-29.8488762,6
pup2373,28.1303743,-27.647606,696
pup1090,27.271886,-25.619543,5109
pup413,23.371577,-34.062662,838
pup817,18.993016,-33.013443,820
pup1329,19.051568,-29.316857,3
pup4011,19.774117,-31.474984,2
pup4374,28.1449691,-25.7473922,29
pup4070,28.0523,-25.325865,
pup1994,23.0456418,-34.0351825,923
pup2734,18.6630375,-33.8561215,544
pup1740,30.9565646,-25.4689601,1108
pup790,32.186514,-28.411871,5234
pup3658,22.500447,-33.9876284,292
pup2121,31.1982898,-27.1135446,1
pup2142,28.2724003,-25.681924,527
pup1367,28.2384143,-25.814805,577
pup4154,18.5361505,-33.9617317,1380
pup1442,18.6968275,-33.8529785,6966
pup3602,18.6326419,-33.8809138,438
pup2794,28.185926,-25.857214,750
pup2907,28.0421833,-26.2059938,32145
pup4769,29.4521084,-23.8872985,1
pup2612,26.9463722,-27.2108161,67
pup2774,26.2329839,-29.0710142,578
pup3259,18.9723934,-33.7279075,2812
pup3234,29.8765,-29.008,1908
pup2508,24.84809,-28.11188,47
pup2434,27.65283966,-25.73065949,224
pup2691,29.2725015,-29.7424201,22
pup3059,26.8079896,-27.9641424,171
pup1636,29.3658,-30.7999,606
pup3439,28.036165,-26.148388,272
pup4097,27.398648,-32.884368,8
pup3747,22.4575529,-33.9592558,1170
pup4398,30.9737175,-25.4721674,82
pup1556,27.8230508,-26.7095252,851
pup111,27.940768,-26.151382,1265
pup4600,30.0361087,-22.8998971,28
pup2086,18.6962857,-33.9485655,2389
pup4122,31.88979,-28.74136,398
pup4236,24.7078402,-27.3926699,28
pup4203,28.035632,-26.19401,
pup3865,28.1412273,-32.331219,526
pup4478,26.795846,-27.964933,57
pup3886,28.1143731,-26.1804883,122
pup4257,28.4514451,-26.2756623,960
pup3652,18.4828187,-33.9894449,2613
pup3848,18.6204463,-34.0508325,308
pup3830,29.249761,-25.8804228,397
pup1851,25.974954,-30.4954795,434
pup3046,25.4577878,-33.9526622,1365
pup4772,28.1885773,-25.6853262,3
pup4513,29.6664901,-25.0110768,1
pup3879,25.5767932,-33.9495753,288
pup81,31.017127,-29.907263,358
pup2465,28.49451,-27.28246,73
pup2763,26.2089013,-29.1145536,525
pup4730,19.4426023,-33.6433047,22
pup62,28.027326,-26.261683,408
pup3562,18.8526713,-34.0909855,940
pup933,26.229255,-29.088866,3132
pup1985,28.0616113,-26.2786894,747
pup543,18.467514,-34.021431,2856
pup4644,30.9839751,-29.8471801,57
pup2936,15.991123,-17.918247,
pup779,27.812504,-26.276946,3008
pup788,28.407375,-24.697003,1923
pup1328,18.6047105,-34.0500055,82
pup1837,26.3299298,-30.9952125,528
pup373,24.23488,-34.005405,416
pup2130,29.7888051,-28.5509591,338
pup3902,30.9968562,-29.8485384,1952
pup1327,28.0921676,-25.858667,17
pup4526,27.235041,-25.664181,6127
pup4157,27.3580704,-26.3527863,589
pup2436,28.46877,-26.41829,24
pup1774,21.2403051,-28.4610174,167
pup1996,23.435891,-27.459128,408
pup2264,18.6291412,-33.904124,561
pup4059,26.873614,-31.90317,14
pup1830,29.853395,-30.8613373,806
pup3240,28.1926917,-25.7447073,424
pup918,31.130209,-25.044022,2863
pup4663,28.168611,-25.393111,8
pup1349,30.3747539,-29.6055881,534
pup912,29.486811,-23.903924,1758
pup3470,23.6205002,-33.7922716,21
pup1152,18.7134072,-33.8640435,422
pup2286,25.6216311,-33.9605545,1436
pup4608,24.749,-28.7134,82
pup3108,28.1095849,-26.1105942,2285
pup4172,28.057998,-26.3149067,835
pup2965,28.2608602,-25.392108,829
pup3756,31.0032778,-28.0763889,
pup3179,18.4902866,-33.5624424,2483
pup2955,25.8637771,-24.6478841,
pup1842,28.8691217,-31.1613733,605
pup4670,26.544913,-33.297905,3
pup4813,30.9180707,-29.8361867,17
pup3268,25.5761679,-33.9496827,1227
pup4794,28.4644448,-26.1236563,12
pup3580,31.054957,-29.718874,266
pup434,18.677517,-33.84406,2691
pup872,31.026177,-29.855878,4437
pup1432,26.2109078,-29.114551,1497
pup4744,18.6869514,-33.9863648,18
pup2237,24.7700402,-34.030099,869
pup2472,30.95351,-24.3523299,114
pup1722,30.8987764,-30.0337135,198
pup992,28.10797,-26.015914,4397
pup3290,25.5568994,-33.9803463,1278
pup3136,29.4491754,-23.9012316,582
pup2534,27.9046878,-26.1269852,838
pup2837,31.06594,-29.72629,426
pup2174,27.3757259,-30.5295668,1461
pup2835,28.05966,-26.10273,230
pup2362,28.2230692,-26.1038086,522
pup1455,28.0530428,-26.1083452,1182
pup2283,30.8028369,-27.0059997,1911
pup508,18.51155,-33.933576,4997
pup4405,26.1554666,-26.1536667,9
pup4093,23.432751,-27.461866,10
pup3955,26.7012428,-26.8496802,209
pup1862,28.7567247,-31.3101202,51
pup1271,28.1871808,-25.7448941,179
pup2069,28.223953,-26.1066319,2057
pup4665,31.6062725,-27.3758769,49
pup3263,28.0446338,-26.2056752,856
pup3109,27.8686769,-26.2123044,2387
pup2869,30.9441334,-25.4535564,297
pup3213,18.486742,-33.9269943,171
pup2871,30.1617619,-23.8258091,294
pup4570,29.8102675,-24.5873696,11
pup3152,30.9656149,-25.4373699,288
pup1270,28.4928511,-27.2757346,163
pup3896,18.5975927,-33.9054189,207
pup3135,29.0116454,-24.1827409,2599
pup2087,18.5604956,-33.8917646,2151
pup2459,29.9884691,-26.5208437,74
pup3958,31.0629575,-29.7537979,189
pup234,22.736622,-27.943932,539
pup1984,28.1231095,-26.1884673,711
pup3279,18.9639316,-33.7663329,1833
pup4572,29.4395485,-25.7521108,37
pup1311,28.251601,-26.223105,223
pup582,14.532807,-22.677163,
pup4777,26.1383045,-29.0976232,14
pup4250,21.2546835,-28.4442865,619
pup2575,27.2428718,-25.6673319,16
pup2109,27.802595,-25.648452,571
pup2593,27.8392189,-25.4947174,35
pup780,27.949022,-26.242153,3252
pup2657,30.8598505,-28.9701528,172
pup2855,27.8988649,-32.9706713,240
pup181,27.251953,-25.704485,561
pup856,28.190855,-26.173188,276
pup3870,28.193246,-26.02312,180
pup1276,27.8265984,-26.3155371,4712
pup1719,30.3780921,-29.5832799,184
pup3708,18.8407572,-33.9770053,308
pup2321,18.4530161,-34.0636461,1850
pup4026,25.398937,-33.767081,23
pup1747,27.9735545,-26.1303845,508
pup1932,31.1283704,-25.0431174,906
pup2925,25.8784,-24.6867,
pup1014,26.872058,-31.900903,5075
pup4484,27.696844,-31.527299,223
pup3308,18.5526,-33.9104,408
pup4184,28.2723215,-25.7830468,119
pup1506,28.0964669,-25.8901232,335
pup2523,28.2339822,-25.7714267,638
pup2278,26.8720301,-31.9021529,2906
pup1626,27.8691269,-26.210998,3273
pup3944,22.1990646,-33.5900456,55
pup4450,30.237173,-28.165129,70
pup2536,28.0416338,-26.1459322,484
pup4434,27.9913,-25.5902,386
pup4262,28.2322496,-25.7723174,245
pup607,31.065324,-29.753582,5865
pup3897,18.5089895,-33.8932861,131
pup1393,28.3422513,-26.1464054,3499
pup4811,30.9069288,-30.0262235,3
pup605,30.408664,-30.81059,2411
pup977,27.869651,-26.142279,3419
pup4666,28.2178781,-25.9539431,42
pup1480,27.9036938,-33.0155178,1505
pup4807,31.0630013,-29.7536503,4
pup4142,30.696678,-23.312504,
pup3903,18.4867605,-33.8225579,94
pup383,22.202771,-33.592523,1011
pup1952,30.93612,-29.848126,1720
pup3850,28.2353626,-26.2876731,70
pup548,18.50896,-33.881379,1746
pup1820,27.0118412,-28.5088352,11
pup4199,28.192524,-26.037981,
pup2527,18.4449158,-34.021886,1479
pup1559,24.763767,-28.7405537,1065
pup563,29.983626,-26.517146,5700
pup4477,26.23847,-27.237632,8
pup2931,27.087,-22.54,
pup4017,25.528221,-33.894437,23
pup4515,27.8658044,-26.2684251,53
pup674,25.398165,-33.767246,4359
pup498,18.84491,-34.131639,1887
pup3253,18.5660144,-33.9668821,308
pup2759,28.3058787,-25.7893637,381
pup3581,27.6100167,-25.8901361,105
pup2253,29.4493966,-23.9043813,1206
pup1138,18.4516351,-34.063658,2774
pup96,30.991837,-25.471296,668
pup1780,18.5043167,-33.9615062,16
pup3536,30.3571062,-29.5790933,501
pup4765,28.0007863,-26.5657202,3
pup597,29.996324,-26.529985,439
pup4089,28.140477,-26.119295,
pup4284,28.2467692,-25.6816355,459
pup3166,27.1029751,-26.7125239,1187
pup1569,25.5761249,-33.9492341,2015
pup4363,25.5773968,-33.9507364,31
pup3264,30.8786315,-29.9128549,987
pup3205,25.3136109,-33.8650534,46
pup4265,28.0537804,-26.1664084,669
pup3337,18.6144632,-34.0397955,380
pup4159,30.3764943,-29.5843913,751
pup3786,30.9672705,-25.4363184,297
pup3291,27.8592923,-26.1388343,1392
pup3210,18.6741674,-33.9032839,2
pup4041,27.902293,-33.019505,20
pup232,28.293585,-24.887198,750
pup2804,28.0559647,-26.3144144,475
pup4667,30.1750707,-23.513182,3
pup2330,28.0413424,-26.1461997,2910
pup3946,29.909815,-23.0503318,155
pup4429,28.2031,-25.9596,319
pup3154,31.0856737,-24.8042744,1385
pup1172,29.5326501,-28.8127455,1195
pup931,26.2085343,-29.11314,2765
pup1079,22.1175465,-34.1266557,1902
pup740,30.897365,-30.034238,6657
pup1499,28.0687937,-26.1326649,1405
pup3097,28.0448764,-26.2037796,121
pup1859,28.22852,-26.104938,49
pup2063,27.0616436,-28.9312478,204
pup911,28.745971,-25.806131,2829
pup4623,29.742466,-24.444205,10
pup4388,31.3852601,-28.3075054,11
pup2269,28.251124,-25.6816352,1445
pup3284,29.1805541,-26.5093365,298
pup3065,28.1083823,-25.6721731,518
pup4217,30.4993713,-29.4412853,30
pup715,28.233351,-25.801551,2591
pup4648,27.9210891,-26.1489985,61
pup2439,27.8355,-26.69915,26
pup1895,28.2363882,-25.6487233,265
pup2417,30.80146,-27.00712,156
pup4130,27.14239,-25.3958,
pup1588,28.1630365,-25.9075004,430
pup3668,18.5558338,-33.8914497,3
pup4757,24.7537271,-28.7434347,2
pup4406,25.9769001,-27.2054109,3
pup2986,28.1689748,-25.7398191,112
pup701,24.762621,-28.745009,8590
pup1585,28.0428348,-26.197558,2805
pup4469,18.674128,-33.914052,4
pup255,26.709033,-28.400906,1022
pup2192,28.1219114,-26.2639879,1124
pup3066,29.0535586,-25.1140812,883
pup2896,29.5003107,-29.7936804,1318
pup1130,18.635087,-33.8735749,4025
pup755,28.124431,-26.280729,3132
pup4276,28.0581228,-26.0826259,849
pup1565,30.9402939,-29.838603,3212
pup2367,31.2932,-29.3353,1017
pup794,28.080017,-26.148356,3012
pup1431,28.2762438,-25.78274,1888
pup1803,28.0427047,-26.2051516,59
pup4699,18.507491,-33.829954,7
pup2322,26.2205194,-29.1173558,517
pup418,27.455913,-26.899927,4314
pup944,27.952546,-26.144519,2668
pup1269,28.1422875,-25.8487235,199
pup3763,25.4598333,-32.0490278,55
pup534,18.4682845,-33.9600058,5067
pup3145,31.1468934,-25.0392991,2769
pup4724,18.479568,-33.929982,
pup3833,31.0148731,-29.8587821,226
pup1019,27.931803,-26.676039,2580
pup2787,28.0052374,-26.0190198,425
pup586,18.136617,-26.575259,2
pup4654,30.935461,-29.84915,275
pup1024,27.836751,-26.060754,2528
pup3699,27.8211446,-26.7094338,211
pup4291,19.2383709,-34.4177682,535
pup4316,28.1146128,-25.4806012,114
pup662,28.330513,-26.172379,1738
pup819,26.860452,-33.600778,2766
pup3077,28.0335714,-26.1942606,148
pup3684,28.1294317,-26.1716093,550
pup2246,27.3888235,-32.8756448,759
pup4037,27.9,-32.969862,5
pup1519,30.3126705,-24.6610198,1355
pup365,24.727454,-26.956304,828
pup3639,28.1083259,-26.0059466,659
pup4767,28.2512409,-25.6766842,4
pup2343,30.1618217,-23.8258535,1545
pup1867,18.6282691,-33.9012969,36
pup2478,28.92174,-26.37027,168
pup281,18.845572,-29.241833,344
pup247,29.4515,-23.878495,253
pup1434,28.0508568,-26.108738,2173
pup3197,19.2118523,-34.4178027,1198
pup1350,26.1562662,-29.1005929,1548
pup3224,28.2307,-26.1065,1663
pup1399,31.0524835,-29.711437,5329
pup4182,27.8988812,-26.2578084,340
pup3204,31.4013199,-28.5924626,217
pup2564,29.3991,-23.8521,2225
pup1605,22.0490724,-34.1919628,507
pup902,28.147801,-25.747568,4295
pup1440,28.2399228,-26.1809122,1980
pup834,22.102822,-34.148826,2607
pup2613,24.7300499,-26.9583862,29
pup3618,18.5980273,-33.9057777,1419
pup2599,29.048526,-26.054112,87
pup1884,29.8523505,-30.8612251,801
pup3064,28.030241,-26.2000001,576
pup3193,18.5361743,-33.9606301,1835
pup1387,26.705191930144,-30.687284125124,1952
pup2193,18.6302181,-33.9034059,16
pup3238,20.9805289,-28.7118879,94
pup472,28.053246,-26.300811,777
pup3075,28.0880527,-25.7702355,2541
pup2760,25.5770826,-33.9495637,486
pup1552,29.5091546,-23.8736851,509
pup4364,27.7371739,-32.9340813,21
pup3781,28.3242192,-25.7663539,1597
pup3073,27.3575878,-26.3527115,891
pup3735,18.8579728,-33.9358493,1513
pup4658,28.002982,-26.093445,10
pup2164,24.0810667,-29.6220543,498
pup3088,28.2341258,-25.7497576,4445
pup2455,29.21175,-25.87398,221
pup3936,18.531093,-33.967998,26
pup1847,22.1291207,-30.9665189,345
pup2600,27.1595376,-25.5770145,314
pup2072,28.1645255,-26.2135093,966
pup2694,29.9135138,-23.0431761,531
pup4151,30.3242786,-29.6157745,259
pup2526,28.0504453,-26.1089099,187
pup4514,30.2861861,-23.9753906,39
pup4315,28.2679126,-25.4032922,17
pup104,30.90414,-29.889428,323
pup3745,28.0904094,-25.7708002,1633
pup4746,29.4476942,-23.8903572,2
pup986,29.508581,-23.875456,2257
pup3859,19.0333614,-34.3390366,222
pup4626,29.015897,-24.181527,14
pup4611,30.225108,-23.357135,6
pup2773,30.4631416,-22.9839082,407
pup4635,27.854984,-26.469929,158
pup438,19.446439,-33.642427,3894
pup3141,30.4620939,-22.9832698,2768
pup566,27.827147,-26.815365,5145
pup4771,28.3084524,-25.8013467,30
pup3539,30.8094958,-29.7487885,321
pup1793,18.8280084,-34.1160571,52
pup552,18.424231,-33.92101,2229
pup1948,18.510712,-33.8931685,991
pup1909,26.7345747,-27.9755826,220
pup3056,27.4541378,-29.1923956,946
pup926,26.212563,-29.087733,2008
pup1612,28.1160369,-26.183002,1980
pup914,30.968186,-25.436634,1619
pup4736,28.1236333,-26.2775334,20
pup937,26.2006437,-29.108054,2952
pup3471,22.4454086,-33.847143,11
pup1007,31.227987,-29.481784,1569
pup4620,29.9695752,-24.7898485,12
pup3001,28.0016,-26.1821,1204
pup3775,28.3155981,-26.1846506,861
pup3755,31.0130278,-28.2996111,15
pup4362,27.3648052,-30.5272345,12
pup1819,26.797875,-32.1770502,94
pup2479,29.4753645,-24.3131371,78
pup1832,22.0293379,-33.2227969,589
pup2225,24.9005479,-34.0309548,1
pup4733,28.3080288,-25.7908734,39
pup3860,29.780142,-28.5592777,216
pup555,18.422213,-33.919674,1333
pup2454,28.68038,-26.1517393,80
pup2428,27.77879,-25.6363999,26
pup3898,26.7354817,-27.9766007,184
pup1807,28.3204345,-26.1901275,74
pup4270,27.8194495,-26.7109245,653
pup730,29.264477,-25.887109,2859
pup4164,25.4589373,-33.9518785,334
pup3476,18.6516919,-33.9138545,113
pup4129,30.377777,-29.582519,635
pup4862,29.0492169,-25.1390741,
pup4376,28.0839685,-25.4962154,7
pup2414,22.0457041,-26.8793927,106
pup492,19.3132757,-33.36671,6466
pup3475,28.1952564,-25.9163878,
pup1620,28.1852618,-25.748946,1747
pup3654,27.8280597,-25.7256348,205
pup4873,28.1512348,-26.1610128,2
pup573,24.7266764,-26.9573468,6461
pup2825,30.3776053,-29.5831923,194
pup3273,28.055799,-26.3146634,1001
pup2266,28.1283991,-25.996849,3297
pup537,18.565256,-33.986335,3386
pup4286,28.1882673,-25.6846607,2047
pup2897,25.5944387,-33.7986441,902
pup2260,26.7029362,-26.8496361,1097
pup2008,30.376381,-29.581094,1596
pup3231,28.0338109,-26.1249781,
pup3304,18.5817522,-33.6663786,62
pup681,27.906174,-32.984664,6742
pup3333,28.1170362,-26.1803935,211
pup2442,28.57976,-26.65861,313
pup1878,27.7036294,-26.1792692,17
pup233,29.25208,-26.26191,331
pup4301,17.9849723,-32.9208574,150
pup1325,26.2135398,-25.753112,2
pup892,22.504122,-33.986631,3050
pup3601,28.2737074,-25.7829818,19
pup1825,29.9354601,-23.4933512,147
pup2038,19.4352246,-33.6322396,1031
pup3191,18.9643276,-33.7658954,834
pup1796,18.4917313,-33.5624031,49
pup4080,28.19429,-25.745643,1165
pup1609,18.5243775,-34.001119,447
pup2519,18.6345755,-33.8739216,1104
pup4040,22.116494,-34.182997,5
pup1353,28.7575372,-25.4024599,3242
pup1858,28.1643588,-26.213365,43
pup917,28.033295,-26.125403,1397
pup1122,18.5117335,-33.8924312,1409
pup2224,28.0972924,-25.8908599,1473
pup620,30.37805,-29.602086,5886
pup4010,18.966731,-33.765314,287
pup580,18.456601,-34.039723,3955
pup3285,18.4659486,-33.805383,1036
pup3617,18.4510828,-34.063722,866
pup244,26.320408,-26.32991,143
pup1115,18.453789,-34.0633059,2284
pup797,28.041668,-26.146436,3589
pup638,28.089435,-26.137127,2679
pup112,29.919004,-23.034059,696
pup4490,23.370912,-34.041966,23
pup1943,18.4637353,-33.980225,1447
pup1021,27.902141,-33.020132,5016
pup3928,30.4362656,-25.1158553,29
pup2800,31.2002775,-29.5267068,563
pup2074,29.7802238,-28.5573262,425
pup611,31.001871,-29.929109,4325
pup954,28.068781,-26.133516,2104
pup2786,18.4179373,-33.9032509,596
pup4258,29.260144,-25.886376,378
pup568,30.957508,-25.468685,6955
pup4400,27.166031,-25.1641775,5
pup809,24.011926,-30.648682,972
pup3782,28.2345835,-25.7716589,1078
pup4875,28.0639712,-26.0902198,
pup1580,17.8860578,-29.6650204,2345
pup3071,27.9421767,-26.0630113,2918
pup208,22.804554,-34.015508,1069
pup2294,27.8291182,-26.815736,2377
pup4693,27.9756442,-26.0800863,13
pup2791,31.1991337,-29.5270783,579
pup2452,25.0986,-30.71899,1897
pup4607,18.560966,-33.892519,262
pup3677,18.4619392,-33.9811875,800
pup2729,28.0078024,-26.0161193,214
pup2474,29.11786079,-25.85083771,72
pup990,30.805825,-27.009824,2016
pup4650,28.0615316,-26.0360797,50
pup4085,29.455918,-25.807441,28
pup2351,28.1099895,-25.6723937,922
pup4233,30.6667414,-24.3601222,50
pup2228,27.902572,-33.0187141,2046
pup616,29.426257,-30.548073,5744
pup3776,27.9715278,-25.3379917,27
pup1888,26.464482,-28.7020367,329
